wavenumber_cm-1,real_smooth,imag_smooth,real_fit,imag_fit,real_residual,imag_residual
3327.42,-0.050570399999999995,-0.0007040338823529409,-0.05310018116282826,-0.0053858269532891835,0.0025297811628282665,0.004681793070936243
3328.29,-0.0505949,-0.0032881750588235285,-0.053713719570862024,-0.007652949865017313,0.003118819570862026,0.0043647748061937846
3329.16,-0.050490311764705885,-0.006186159764705882,-0.05407433791145287,-0.009993879315117983,0.0035840261467469867,0.0038077195504121007
3330.03,-0.05028128235294118,-0.009332736235294117,-0.054201523855674436,-0.012363471965568529,0.003920241502733256,0.003030735730274412
3330.9,-0.049991458823529414,-0.01265434211764706,-0.054118049170816605,-0.014725076139995123,0.0041265903472871915,0.002070734022348064
3331.77,-0.04964078823529412,-0.016072130352941177,-0.05384776601927046,-0.017049898541090586,0.004206977783976336,0.0009777681881494096
3332.65,-0.04924389411764706,-0.01950598917647059,-0.053408128955304356,-0.01934164249531835,0.0041642348376572935,-0.00016434668115223802
3333.52,-0.04880971176470588,-0.02287868329411765,-0.05283096328449725,-0.02153186745071534,0.004021251519791366,-0.001346815843402311
3334.39,-0.04834229411764705,-0.026119489176470587,-0.05213140367588855,-0.023635343200457442,0.0037891095582415005,-0.0024841459760131454
3335.26,-0.04784231764705882,-0.029166863294117645,-0.051325912914720384,-0.0256438258880078,0.0034835952676615656,-0.0035230374061098434
3336.13,-0.04730887647058823,-0.031970258,-0.05042801528704732,-0.02755143112968982,0.0031191388164590952,-0.004418826870310182
3337.0,-0.04674154705882353,-0.03449093117647059,-0.049448297277318705,-0.029353658680640465,0.002706750218495174,-0.005137272495830125
3337.88,-0.0461426,-0.036701611764705884,-0.04838202277172131,-0.031065264979268856,0.0022394227717213097,-0.005636346785437028
3338.75,-0.04551872352941176,-0.03858465882352941,-0.04725871055588432,-0.0326427806297731,0.0017399870264725587,-0.005941878193756314
